Country or Area,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
Philippines,1982,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1987,24632,
Philippines,1981,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1987,301117,
Philippines,1981,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1987,27587,
Philippines,1981,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1987,23926,
Philippines,1981,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1987,25220,
Philippines,1981,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1987,23661,
Philippines,1981,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1987,24996,
Philippines,1981,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1987,23830,
Philippines,1981,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1987,27002,
Philippines,1981,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1987,26769,
Philippines,1981,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1987,23949,
Philippines,1981,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1987,24914,
Philippines,1981,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1987,24480,
Philippines,1981,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1987,24783,
Philippines,1980,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1985,298006,
Philippines,1980,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1985,25207,
Philippines,1980,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1985,23392,
Philippines,1980,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1985,23893,
Philippines,1980,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1985,22842,
Philippines,1980,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1985,24872,
Philippines,1980,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1985,26466,
Philippines,1980,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1985,26524,
Philippines,1980,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1985,25796,
Philippines,1980,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1985,25034,
Philippines,1980,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1985,25457,
Philippines,1980,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1985,24463,
Philippines,1980,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1985,24060,
Poland,2017,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,402852,
Poland,2017,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,43620,
Poland,2017,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,37236,
Poland,2017,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,34804,
Poland,2017,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,31912,
Poland,2017,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,31838,
Poland,2017,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,30024,
Poland,2017,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,30713,
Poland,2017,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,30840,
Poland,2017,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,30772,
Poland,2017,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,34291,
Poland,2017,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,32347,
Poland,2017,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,34455,
Poland,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,388009,
Poland,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,35324,
Poland,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,33075,
Poland,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,35261,
Poland,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,31674,
Poland,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,31954,
Poland,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,29633,
Poland,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,30383,
Poland,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,30284,
Poland,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,29634,
Poland,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,33280,
Poland,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,32612,
Poland,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,34895,
Poland,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,394921,
Poland,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,34488,
Poland,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,34957,
Poland,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,38671,
Poland,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,34213,
Poland,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,31859,
Poland,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,30043,
Poland,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,30889,
Poland,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,31932,
Poland,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,29382,
Poland,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,33043,
Poland,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,31969,
Poland,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,33475,
Poland,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,376467,
Poland,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,32976,
Poland,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,30590,
Poland,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,34012,
Poland,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,31312,
Poland,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,30959,
Poland,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,28427,
Poland,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,30819,
Poland,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,29380,
Poland,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,29662,
Poland,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,32185,
Poland,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,31827,
Poland,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,34318,
Poland,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,387312,
Poland,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,40164,
Poland,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,32527,
Poland,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,35718,
Poland,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,33755,
Poland,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,30905,
Poland,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,29613,
Poland,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,29940,
Poland,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,29354,
Poland,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,29541,
Poland,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,32025,
Poland,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,30293,
Poland,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,33477,
Poland,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,384788,
Poland,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2013,33327,
Poland,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2013,32923,
Poland,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2013,33499,
Poland,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2013,33063,
Poland,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2013,31313,
Poland,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2013,29894,
Poland,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2013,31464,
Poland,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2013,29988,
Poland,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2013,29038,
Poland,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2013,32456,
Poland,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2013,31200,
Poland,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2013,36623,
Poland,2012,Total,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2013,0,
Poland,2011,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,375501,
Poland,2011,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2012,34608,
Poland,2011,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2012,31839,
Poland,2011,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2012,34697,
Poland,2011,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2012,31297,
Poland,2011,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2012,31155,
Poland,2011,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2012,28555,
Poland,2011,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2012,29257,
Poland,2011,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2012,29715,
Poland,2011,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2012,28661,
Poland,2011,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2012,32175,
Poland,2011,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2012,30867,
